Date,Time,User,Partner,Status,Transaction ($),Category,Sequence Time (min:sec)
8/31/2015,11:05 AM,465304,WSK7KE,ACCEPTED,13.56,C,0:13
8/31/2015,11:13 AM,202834,NCZ7KY,ACCEPTED,13.56,E,0:13
8/31/2015,11:02 AM,250552,UK1GEQ,ACCEPTED,13.55,C,2:05
8/31/2015,11:04 AM,119278,TENC59,REJECTED,13.55,C,1:53
8/31/2015,10:25 AM,181777,UK1GEQ,ACCEPTED,13.55,C,1:49
8/31/2015,10:56 AM,878182,TENC59,REJECTED,13.55,C,0:50
8/31/2015,11:47 AM,921878,ZZNA1K,ACCEPTED,13.55,C,0:49
8/31/2015,11:10 AM,938523,UK1GEQ,ACCEPTED,13.55,C,0:48
8/31/2015,12:18 PM,989359,UK1GEQ,ACCEPTED,13.55,C,0:45
8/31/2015,11:06 AM,581104,JPUU3X,ACCEPTED,13.55,C,0:39
8/31/2015,11:42 AM,571182,UK1GEQ,ACCEPTED,13.55,C,0:30
8/31/2015,11:31 AM,933193,66CCIF,ACCEPTED,13.55,C,0:17
8/31/2015,11:09 AM,347576,ZZNA1K,ACCEPTED,13.55,C,0:06
8/31/2015,10:58 AM,287305,EX6L2Q,ACCEPTED,13.54,C,0:17
8/31/2015,4:25 PM,850185,8HSSRR,ACCEPTED,13.5,C,7:31
8/31/2015,4:27 PM,658395,8HSSRR,ACCEPTED,13.5,C,6:37
8/31/2015,4:27 PM,948282,8HSSRR,ACCEPTED,13.5,C,6:29
8/31/2015,4:11 PM,388269,8HSSRR,ACCEPTED,13.5,C,2:10
8/31/2015,11:44 AM,576386,8HSSRR,ACCEPTED,13.5,C,1:32
8/31/2015,11:11 AM,643713,8HSSRR,ACCEPTED,13.5,C,1:29
8/31/2015,11:24 AM,456651,0ST0DT,ACCEPTED,13.5,C,1:13
8/31/2015,5:30 PM,959473,8HSSRR,ACCEPTED,13.5,C,1:12
8/31/2015,10:32 AM,631533,0EC498,ACCEPTED,13.5,C,0:58
8/31/2015,11:41 AM,865717,0EC498,ACCEPTED,13.5,C,0:54
8/31/2015,11:12 AM,597330,8HSSRR,ACCEPTED,13.5,C,0:49
8/31/2015,5:34 PM,802306,AGWNCX,ACCEPTED,13.5,C,0:45
8/31/2015,12:27 PM,918189,F6MZKP,ACCEPTED,13.5,E,0:43
8/31/2015,11:01 AM,983868,8HSSRR,ACCEPTED,13.5,C,0:36
8/31/2015,5:12 PM,363046,FNG052,ACCEPTED,13.5,D,0:29
8/31/2015,11:15 AM,528769,Q64NQ6,ACCEPTED,13.5,D,0:27
8/31/2015,10:54 AM,749375,PUXCML,ACCEPTED,13.5,D,0:26
8/31/2015,10:44 AM,686063,8HSSRR,ACCEPTED,13.5,C,0:24
8/31/2015,2:27 PM,701891,AGWNCX,ACCEPTED,13.5,C,0:23
8/31/2015,11:22 AM,989983,AGWNCX,ACCEPTED,13.5,C,0:10
8/31/2015,10:44 AM,958845,8HSSRR,ACCEPTED,13.5,C,0:06
8/31/2015,11:10 AM,308816,ZKRUYK,ACCEPTED,13.45,C,3:02
8/31/2015,6:49 PM,189039,QH7DX2,ACCEPTED,13.44,D,0:36
8/31/2015,5:49 PM,125801,EX6L2Q,ACCEPTED,13.42,C,0:18
8/31/2015,6:06 PM,668929,97GQ8Z,ACCEPTED,13.4,E,1:26
8/31/2015,11:30 AM,663150,97GQ8Z,ACCEPTED,13.4,E,1:05
8/31/2015,11:13 AM,998698,97GQ8Z,ACCEPTED,13.4,E,0:52
8/31/2015,11:13 AM,702787,97GQ8Z,ACCEPTED,13.4,E,0:45
8/31/2015,11:12 AM,160221,97GQ8Z,ACCEPTED,13.4,E,0:20
8/31/2015,11:55 AM,253418,97GQ8Z,ACCEPTED,13.4,E,0:09
8/31/2015,5:17 PM,936760,XQYXJX,ACCEPTED,13.39,A,0:18
8/31/2015,11:37 AM,967096,KIAD9J,ACCEPTED,13.35,C,0:06
8/31/2015,12:20 PM,660854,VF2OLD,ACCEPTED,13.33,C,0:17
8/31/2015,11:37 AM,560709,S7QTUA,ACCEPTED,13.28,C,1:08
8/31/2015,5:18 PM,460287,TENC59,ACCEPTED,13.28,C,0:06
8/31/2015,11:49 AM,294056,KIAD9J,ACCEPTED,13.25,C,0:21
8/31/2015,10:58 AM,528118,COJS10,ACCEPTED,13.16,C,0:06
8/31/2015,12:52 PM,531573,6XDI5O,ACCEPTED,13.1,E,0:35
8/31/2015,10:59 AM,987804,EX6L2Q,ACCEPTED,13.07,C,0:07
8/31/2015,10:41 AM,720116,KIAD9J,ACCEPTED,13.04,C,0:06
8/31/2015,12:04 PM,410272,WSK7KE,ACCEPTED,13,C,1:10
8/31/2015,10:48 AM,549871,J8FKZR,ACCEPTED,13,E,0:09
8/31/2015,11:44 AM,301892,AGWNCX,ACCEPTED,13,C,0:08
8/31/2015,10:47 AM,103059,J8FKZR,ACCEPTED,13,E,0:07
8/31/2015,11:13 AM,815350,J8FKZR,ACCEPTED,13,E,0:07
8/31/2015,10:52 AM,726703,AGWNCX,ACCEPTED,13,C,0:06
8/31/2015,11:40 AM,196871,LPPJSM,ACCEPTED,12.98,C,0:16
8/31/2015,10:55 AM,964275,KIAD9J,ACCEPTED,12.98,C,0:08
8/31/2015,1:23 PM,847850,ZZNA1K,ACCEPTED,12.86,C,0:21
8/31/2015,11:37 AM,671245,EX6L2Q,ACCEPTED,12.86,C,0:12
8/31/2015,11:41 AM,238263,JPUU3X,ACCEPTED,12.81,C,0:34
8/31/2015,11:37 AM,234226,KIAD9J,ACCEPTED,12.78,C,0:09
8/31/2015,11:11 AM,367870,KIAD9J,ACCEPTED,12.78,C,0:05
8/31/2015,10:30 AM,564396,IBEHMI,ACCEPTED,12.71,C,0:26
8/31/2015,7:19 AM,946765,S7QTUA,ACCEPTED,12.71,C,0:12
8/31/2015,11:12 AM,721206,COJS10,ACCEPTED,12.66,C,0:20
8/31/2015,11:46 AM,812362,CBDAWT,ACCEPTED,12.66,C,0:12
8/31/2015,11:48 AM,850650,4E0GZ9,REJECTED,12.51,C,0:26
8/31/2015,12:15 PM,282973,A4O2XC,ACCEPTED,12.43,C,2:30
8/31/2015,10:15 AM,849275,5SKOEW,ACCEPTED,12.43,C,1:43
8/31/2015,11:45 AM,105441,RTAEBO,ACCEPTED,12.43,E,1:08
8/31/2015,6:47 PM,890892,WHJPMC,ACCEPTED,12.43,C,0:59
8/31/2015,11:04 AM,128622,G7W8O0,ACCEPTED,12.43,D,0:57
8/31/2015,11:54 AM,727999,A4O2XC,ACCEPTED,12.43,C,0:40
8/31/2015,11:04 AM,987345,TINX4K,ACCEPTED,12.43,D,0:27
8/31/2015,4:28 PM,482214,UEZQP6,ACCEPTED,12.43,D,0:25
8/31/2015,11:47 AM,435527,BA53P2,ACCEPTED,12.43,E,0:21
8/31/2015,11:14 AM,119424,JPUU3X,ACCEPTED,12.43,C,0:13
8/31/2015,12:07 PM,163188,JPUU3X,ACCEPTED,12.43,C,0:08
8/31/2015,12:08 PM,552459,ZFX6KJ,ACCEPTED,12.43,C,0:05
8/31/2015,7:02 AM,376269,1HFZX3,CANCELLED,12.43,C,
8/31/2015,11:25 AM,348666,IAPJ2G,ACCEPTED,12.42,D,1:22
8/31/2015,11:55 AM,353387,JPUU3X,ACCEPTED,12.42,C,1:22
8/31/2015,2:16 PM,716527,ZZNA1K,ACCEPTED,12.42,C,0:48
8/31/2015,11:18 AM,211011,JPUU3X,ACCEPTED,12.42,C,0:46
8/31/2015,11:51 AM,573074,ZZNA1K,ACCEPTED,12.42,C,0:36
8/31/2015,10:40 AM,319519,JPUU3X,ACCEPTED,12.42,C,0:25
8/31/2015,10:45 AM,178687,JPUU3X,ACCEPTED,12.42,C,0:21
8/31/2015,10:55 AM,770497,ZZNA1K,ACCEPTED,12.42,C,0:10
8/31/2015,10:59 AM,828263,QH7DX2,ACCEPTED,12.41,D,0:22
8/31/2015,11:45 AM,850650,4E0GZ9,REJECTED,12.37,C,1:31
8/31/2015,11:42 AM,340694,0EC498,ACCEPTED,12.37,C,1:03
8/31/2015,12:02 PM,212889,0EC498,ACCEPTED,12.37,C,1:01
8/31/2015,11:42 AM,341399,0EC498,ACCEPTED,12.37,C,0:51
8/31/2015,11:37 AM,333784,8HSSRR,ACCEPTED,12.37,C,0:49
8/31/2015,12:16 PM,203602,EJRZQA,ACCEPTED,12.37,C,0:40
8/31/2015,1:46 PM,560528,9CUHY3,ACCEPTED,12.37,C,0:40
8/31/2015,11:13 AM,713110,D9W275,ACCEPTED,12.37,E,0:32
8/31/2015,4:29 PM,218579,AGWNCX,ACCEPTED,12.37,C,0:31:00
8/31/2015,11:59 AM,440085,9CUHY3,ACCEPTED,12.37,C,0:30
8/31/2015,12:12 PM,555993,9CUHY3,ACCEPTED,12.37,C,0:30
8/31/2015,11:58 AM,431201,IBEHMI,ACCEPTED,12.37,C,0:25
8/31/2015,4:08 PM,598252,0ST0DT,ACCEPTED,12.37,C,0:16
8/31/2015,11:04 AM,270215,PKACD8,ACCEPTED,12.37,C,0:10
8/31/2015,11:06 AM,933852,AGWNCX,ACCEPTED,12.37,C,0:10
8/31/2015,1:34 PM,521838,AGWNCX,ACCEPTED,12.37,C,0:10
8/31/2015,11:50 AM,593865,AGWNCX,ACCEPTED,12.37,C,0:08
8/31/2015,11:11 AM,834304,XQYXJX,ACCEPTED,12.32,A,0:42
8/31/2015,11:10 AM,265154,XQYXJX,ACCEPTED,12.32,A,0:33
8/31/2015,11:15 AM,439763,COJS10,ACCEPTED,12.2,C,0:16
8/31/2015,7:16 PM,498900,ZZNA1K,ACCEPTED,12.14,C,0:07
8/31/2015,1:07 PM,935051,VJCNQC,ACCEPTED,12.11,C,0:53
8/31/2015,10:29 AM,569723,EX6L2Q,ACCEPTED,12.06,C,0:14
8/31/2015,2:00 PM,293322,COJS10,REJECTED,12,C,0:35
8/31/2015,10:56 AM,661290,BZLPKD,ACCEPTED,11.97,D,0:30
8/31/2015,11:14 AM,206468,A4O2XC,ACCEPTED,11.87,C,3:25
8/31/2015,11:01 AM,812509,GA9MJ0,ACCEPTED,11.87,D,2:32
8/31/2015,11:06 AM,757641,WSK7KE,ACCEPTED,11.87,C,1:26
8/31/2015,11:22 AM,201429,WSK7KE,ACCEPTED,11.87,C,1:25
8/31/2015,11:08 AM,574925,M760L6,ACCEPTED,11.87,D,0:46
8/31/2015,11:12 AM,688372,WSK7KE,ACCEPTED,11.87,C,0:27
8/31/2015,10:59 AM,618037,JPUU3X,ACCEPTED,11.85,C,0:47
8/31/2015,12:23 PM,210239,7OG3CG,ACCEPTED,11.84,C,0:23
8/31/2015,4:12 PM,176836,KIAD9J,ACCEPTED,11.84,C,0:12
8/31/2015,11:04 AM,882488,7OG3CG,ACCEPTED,11.84,C,0:09
8/31/2015,11:18 AM,352106,EJRZQA,ACCEPTED,11.81,C,5:42
8/31/2015,7:13 AM,965714,1HFZX3,ACCEPTED,11.81,C,0:19
8/31/2015,11:54 AM,802368,66CCIF,CANCELLED,11.79,C,
8/31/2015,10:41 AM,934512,4E0GZ9,ACCEPTED,11.75,C,0:35
8/31/2015,10:25 AM,488353,NAU0XL,ACCEPTED,11.7,D,1:23
8/31/2015,10:45 AM,994303,YX262L,ACCEPTED,11.7,E,1:03
8/31/2015,10:12 AM,234539,NAU0XL,ACCEPTED,11.7,D,0:37
8/31/2015,10:51 AM,188036,NAU0XL,ACCEPTED,11.7,D,0:27
8/31/2015,11:03 AM,741584,NAU0XL,ACCEPTED,11.7,D,0:17
8/31/2015,11:10 AM,808962,NAU0XL,ACCEPTED,11.7,D,0:11
8/31/2015,11:36 AM,895080,NAU0XL,ACCEPTED,11.7,D,0:09
8/31/2015,11:29 AM,532279,NAU0XL,ACCEPTED,11.7,D,0:05
8/31/2015,11:21 AM,595593,66CCIF,ACCEPTED,11.68,C,0:40
8/31/2015,12:13 PM,595456,Q64NQ6,ACCEPTED,11.63,D,0:19
8/31/2015,11:15 AM,495776,7OG3CG,ACCEPTED,11.62,C,0:04
8/31/2015,11:57 AM,819016,M760L6,ACCEPTED,11.58,D,0:56
8/31/2015,11:34 AM,243481,EJRZQA,ACCEPTED,11.51,C,0:58
8/31/2015,2:19 PM,738982,TETD48,ACCEPTED,11.5,C,1:14
